BIN NAME,"BIN & 
SEQ #",DESCRIPTION,MATERIAL,COLOR,"SIZE
(HEIGHT X 
WIDTH",PICTURE,NOTES
"VEGETABLES / 
FRUITS",,EAR OF CORN (2),METAL,SILVER,"3.25"" X 2""",,
"VEGETABLES / 
FRUITS",,EGGPLANT (2),METAL,SILVER,"3"" X 2""",,
"VEGETABLES / 
FRUITS",,HEAD OF BROCCOLI (2),METAL,SILVER,"3"" X 2.5""",,
"VEGETABLES / 
FRUITS",,JALAPENO PEPPER,METAL,SILVER,"3.75"" X 1.75""",,
"VEGETABLES / 
FRUITS",,MELON SLICE,METAL,SILVER,"1.75"" X 3.75""",,
"VEGETABLES / 
FRUITS",,PEAR,METAL,SILVER,"3.5"" X 2.5""",,
"VEGETABLES / 
FRUITS",,PINEAPPLE,METAL,SILVER,"5.25"" X 2.5""",,
"VEGETABLES / 
FRUITS",,POTATO (2),METAL,SILVER,"1.75"" X 2.75""",,
"VEGETABLES / 
FRUITS",,RADISH / TURNIP,METAL,SILVER,"3.5"" X 2.25""",,
"VEGETABLES / 
FRUITS",,SQUASH / ZUCCHINI (2),METAL,SILVER,"3"" X 1.5""",,
"VEGETABLES / 
FRUITS",,STRAWBERRY,METAL,SILVER,"3.25"" X 2.25""",,
"VEGETABLES / 
FRUITS",,STRAWBERRY (2),METAL,SILVER,"3.5"" X 2.5""",,
"VEGETABLES / 
FRUITS",,TOMATO / PUMPKIN (2),METAL,SILVER,"3"" X 2.5""",,
"VEGETABLES / 
FRUITS",,TOMATO / PUMPKIN (2),METAL,SILVER,"2.75"" X 2.75""",,
XMAS #1,,ANGEL,PLASTIC,WHITE,"3"" X 3""",,
XMAS #1,,ANGEL,PLASTIC,GREEN,"3.5"" X 3""",,
XMAS #1,,ANGEL,METAL,SILVER,"2.75"" X 2.25""",,
XMAS #1,,ANGEL,METAL,SILVER,"3.25"" X 2.25""",,
XMAS #1,,ANGEL (3),METAL,SILVER,"3.5"" X 3""",,
XMAS #1,,BELL,METAL,SILVER,"2.75"" X 3""",,
XMAS #1,,BELL,METAL,SILVER,"3"" X 3""",,
XMAS #1,,BELL,METAL,SILVER,"3"" X 3""",,
XMAS #1,,BELL,PLASTIC,"CLEAR W/ RED
TOP EDGE","3.5"" X 3""",,
XMAS #1,,CANDLESTICK,METAL,SILVER,"3"" X 3""",,
XMAS #1,,CANDY CANE,METAL,SILVER,"3.5"" X 2""",,
XMAS #1,,CANDY CANE,PLASTIC,"CLEAR W/ GREEN
TOP EDGE","3.5"" X 2.25""",,
XMAS #1,,CANDY CANE (2),METAL,SILVER,"3.5"" X 2.25""",,
XMAS #1,,ELF HAT,METAL,SILVER,"3.25"" X 3""",,
XMAS #1,,GINGERBREAD MAN,METAL,SILVER,"2"" X 1.5""",,
XMAS #1,,GINGERBREAD MAN,METAL,"SILVER W/ BROWN 
TOP EDGE","3.5"" X 2.5""",,
XMAS #1,,GINGERBREAD MAN,METAL,"SILVER W/ BROWN 
TOP EDGE","4.5"" X 3.5""",,
XMAS #1,,GINGERBREAD MAN,METAL,"SILVER W/ BROWN 
TOP EDGE","5"" X 4.5""",,
XMAS #1,,GINGERBREAD MAN,PLASTIC,"CLEAR W/ RED
TOP EDGE","3"" X 3""",,
XMAS #1,,GINGERBREAD MAN (3),METAL,SILVER,"3.5"" X 3""",,
XMAS #1,,MITTEN,METAL,SILVER,"4"" X 3.5""",,
XMAS #1,,MITTEN (3),METAL,SILVER,"3"" X 2.25""",,
XMAS #1,,PINE CONE,METAL,SILVER,"4.25"" X 2.5""",,
XMAS #1,,PINE CONE,METAL,SILVER,"4"" X 3""",,
XMAS #1,,SNOW GLOBE,METAL,SILVER,"4"" X 3""",,
XMAS #1,,SNOWMAN,METAL,WHITE,"3.5"" X 2""",,
XMAS #1,,SNOWMAN,PLASTIC,"CLEAR W/ GREEN
TOP EDGE","3.5"" X 2.25""",,
XMAS #1,,SNOWMAN,PLASTIC,LIGHT RED,"3.5"" X 2.5""",,
XMAS #1,,SNOWMAN (3),METAL,SILVER,"3.25"" X 2""",,
XMAS #2,,STAR (2),METAL,SILVER,"3"" X 3""",,
XMAS #2,,STAR W/ ROUNDED POINTS,METAL,SILVER,"3"" X 3""",,
XMAS #2,,TREE,PLASTIC,LIGHT GREEN,"4"" X 3""",,
XMAS #2,,TREE,PLASTIC,"CLEAR W/ GREEN
TOP EDGE","3"" X 3""",,
XMAS #2,,TREE ORNAMENT,METAL,SILVER,"4.25"" X 3.5""",,
XMAS #2,,XMAS TREE,METAL,SILVER,"3.25"" X 3.5""",,
XMAS #2,,XMAS TREE,METAL,SILVER,"2.5"" X 2""",,
XMAS #2,,XMAS TREE,METAL,SILVER,"4"" X 3""",,
XMAS #2,,XMAS TREE,METAL,GREEN,"3.5"" X 2.75""",,
XMAS #2,,XMAS TREE,METAL,"SILVER W/ GREEN 
TOP EDGE","3"" X 2.75",,
XMAS #2,,XMAS TREE,METAL,"SILVER W/ GREEN 
TOP EDGE","4"" X 3""",,
XMAS #2,,XMAS TREE,METAL,"SILVER W/ GREEN 
TOP EDGE","5"" X 4""",,
XMAS #2,,XMAS TREE (3),METAL,SILVER,"3.25"" X 2.5""",,
XMAS #2,,XMAS TREE LIGHT BULB,METAL,SILVER,"3"" X 2""",,
XMAS #2,,XMAS TREE LIGHT BULB,METAL,SILVER,"3.25"" X 1.5""",,
XMAS #2,,XMAS TREE LIGHT BULB,PLASTIC,LIGHT GREEN,"3.25"" X 2""",,
XMAS #2,,XMAS TREE ORNAMENT,METAL,SILVER,"4.5"" X 3.5""",,
XMAS #2,,XMAS TREE ORNAMENT,METAL,SILVER,"3"" X 2.5""",,
XMAS #2,,XMAS TREE ORNAMENT,METAL,SILVER,"3"" X 2.5""",,
XMAS #2,,XMAS TREE ORNAMENT,METAL,SILVER,"4"" X 2.5""",,
XMAS #2,,XMAS TREE ORNAMENT,PLASTIC,LIGHT RED,"3"" X 3""",,
XMAS #2,,XMAS TREE ORNAMENT (2),METAL,SILVER,"3.5"" X 1.75""",,
XMAS #2,,XMAS TREE ORNAMENT (3),METAL,SILVER,"3.5"" X 2.5""",,
XMAS #3,,ELF,METAL,SILVER,"3.25"" X 2.5""",,
XMAS #3,,ELF HAT,METAL,SILVER,"3"" X 3""",,
XMAS #3,,HOLLY LEAF (2),METAL,SILVER,"3"" X 1.75""",,
XMAS #3,,PRESENT,PLASTIC,LIGHT GREEN,"3"" X 2.5""",,
XMAS #3,,PRESENT (2),METAL,SILVER,"2.5"" X 2""",,
XMAS #3,,REINDEER,METAL,SILVER,"2.5"" X 3""",,
XMAS #3,,REINDEER,METAL,SILVER,"2.75"" X 3""",,
XMAS #3,,REINDEER,METAL,SILVER,"4"" X 3.5""",,
XMAS #3,,ROCKING HORSE,METAL,SILVER,"2.5"" X 3""",,
XMAS #3,,SANTA,PLASTIC,LIGHT RED,"4"" X 3""",,
XMAS #3,,SANTA,METAL,SILVER,"5"" X 2.5""",,
XMAS #3,,SANTA GNOME,METAL,SILVER,"4"" X 2""",,
XMAS #3,,SANTA W/ BAG OF GIFTS - SIDE VIEW,METAL,SILVER,"4"" X 2.5""",,
XMAS #3,, ,METAL,SILVER,"3.5"" X 2.5""",,
XMAS #3,,SLEIGH (2),METAL,SILVER,"2.25"" X 2.25""",,
XMAS #3,,SNOWFLAKE,METAL,"SILVER W/ LIGHT BLUE
TOP EDGE","3"" X 3""",,
XMAS #3,,SNOWFLAKE,METAL,SILVER,"3"" X 3.5""",,
XMAS #3,,SNOWFLAKE,METAL,SILVER,"3.5"" X 3.5""",,
XMAS #3,,SNOWFLAKE (3),METAL,SILVER,"3"" X 3""",,
XMAS #3,,STOCKING,PLASTIC,"CLEAR W/ GREEN
TOP EDGE","3.5"" X 3""",,
XMAS #3,,STOCKING,PLASTIC,LIGHT RED,"3.5"" X 3""",,
XMAS #3,,STOCKING (2),METAL,SILVER,"3.5"" X 2.75""",,
XMAS #3,,TEDDY BEAR,METAL,SILVER,"3.25"" X 2.75""",,
XMAS #3,,TOY SOLDIER,METAL,SILVER,"3.25"" X 1.5""",,
XMAS #3,,WREATH,PLASTIC,LIGHT GREEN,"3"" X 3""",,
XMAS #3,,WREATH (3),METAL,SILVER,"2.75"" X 2.75""",,
